Prj,P_Tag,Lat,Long
NHVA_POR_BEAV_003_B__S00232,C1107C-2935,45.4932467,-122.8624142
NHVA_POR_BEAV_003_B__S00232,C1212D-129,45.49193867,-122.8673284
NHVA_POR_BEAV_003_B__S00232,C1107C-17822,45.49372429,-122.8670612
NHVA_POR_BEAV_003_B__S00232,C1107C-2942,45.49271967,-122.8574121
NHVA_POR_BEAV_003_B__S00232,C1107C-93,45.49312364,-122.8609467
NHVA_POR_BEAV_003_B__S00232,C1107D-2091,45.49247348,-122.8549945
NHVA_POR_BEAV_003_B__S00232,C1213A-70,45.48934337,-122.8673723
NHVA_POR_BEAV_003_B__S00232,C1107C-2940,45.4929156,-122.8589416
NHVA_POR_BEAV_003_B__S00232,C1213A-72,45.48830657,-122.8673981
NHVA_POR_BEAV_003_B__S00232,C1107C-726,45.49277222,-122.8670391
NHVA_POR_BEAV_003_B__S00232,C1107D-2088,45.49225103,-122.8528476
NHVA_POR_BEAV_003_B__S00232,C1107C-3426,45.49344821,-122.8643392
NHVA_POR_BEAV_003_B__S00232,C1107C-2938,45.49306024,-122.8604067
NHVA_POR_BEAV_003_B__S00232,C1107D-2943,45.49265864,-122.8567917
NHVA_POR_BEAV_003_C__S00233,C1119B-1283,45.47667293,-122.8673465
NHVA_POR_BEAV_003_C__S00233,C1118B-160,45.48591321,-122.8670475
NHVA_POR_BEAV_003_C__S00233,C1119C-63,45.46913655,-122.8674292
NHVA_POR_BEAV_003_C__S00233,C1118B-5,45.48561894,-122.8670396
NHVA_POR_BEAV_003_C__S00233,C1213A-76,45.48684833,-122.8673971
NHVA_POR_BEAV_003_C__S00233,C1118C-3201,45.48121953,-122.8671306
NHVA_POR_BEAV_003_C__S00233,C1119B-59,45.47085794,-122.8674094
NHVA_POR_BEAV_003_C__S00233,C1213A-75,45.48640301,-122.8673922
NHVA_POR_BEAV_003_C__S00233,C1119B-1104,45.47616449,-122.8673371
NHVA_POR_BEAV_003_C__S00233,C1118C-3204,45.47957122,-122.8672274
NHVA_POR_BEAV_003_C__S00233,C1118B-161,45.48465765,-122.8670731
NHVA_POR_BEAV_003_C__S00233,C1118C-2734,45.48288168,-122.8670926
NHVA_POR_BEAV_003_C__S00233,C1119B-61,45.46973199,-122.8674302
NHVA_POR_BEAV_003_C__S00233,C1224A-79,45.47422535,-122.867721
NHVA_POR_BEAV_003_C__S00233,C1118C-18,45.47861026,-122.867303
NHVA_POR_BEAV_003_C__S00233,C1213A-74,45.48733466,-122.8673921
NHVA_POR_BEAV_003_C__S00233,C1118C-3200,45.48189167,-122.8670718
NHVA_POR_BEAV_003_C__S00233,C1119B-58,45.47132396,-122.8674123
NHVA_POR_BEAV_003_C__S00233,C1118C-1426,45.4778467,-122.8673067
NHVA_POR_BEAV_003_C__S00233,C1119B-56,45.47242446,-122.8674242
NHVA_POR_BEAV_003_C__S00233,C1118C-4307,45.48019322,-122.867369
NHVA_POR_BEAV_003_C__S00233,C1119B-194,45.47151774,-122.8674121
NHVA_POR_BEAV_003_C__S00233,C1119B-57,45.47187355,-122.8672541
NHVA_POR_BEAV_003_C__S00233,C1118C-3202,45.48059786,-122.8671641
NHVA_POR_BEAV_003_C__S00233,C1118C-4089,45.47713833,-122.8673445
NHVA_POR_BEAV_003_C__S00233,C1119B-60,45.47022923,-122.8672835
NHVA_POR_BEAV_003_C__S00233,C1119B-17405,45.47567596,-122.8673771
NHVA_POR_BEAV_003_C__S00233,C1118B-1386,45.48433229,-122.8670765
NHVA_POR_BEAV_003_C__S00233,C1118C-1387,45.48365362,-122.8670802
NHVA_POR_BEAV_003_C__S00233,C1118B-4094,45.48497127,-122.8670668
NHVA_POR_BEAV_003_C__S00233,C1118C-4132,45.48223419,-122.8671103
NHVA_POR_BEAV_006__S00226,C1224C-212,45.46871059,-122.8871471
NHVA_POR_BEAV_006__S00226,C1223D-3714,45.46350699,-122.8918516
NHVA_POR_BEAV_006__S00226,C1223D-3249,45.4681487,-122.8883232
NHVA_POR_BEAV_006__S00226,C1223D-3711,45.46516943,-122.8920933
NHVA_POR_BEAV_006__S00226,C1223D-3713,45.46430459,-122.8922634
NHVA_POR_BEAV_006__S00226,C1223D-3710,45.46581402,-122.8919716
NHVA_POR_BEAV_006__S00226,C1223D-3709,45.46663922,-122.892139
NHVA_POR_BEAV_006__S00226,C1224B-6901,45.46948581,-122.8847623
NHVA_POR_BEAV_006__S00226,C1223D-208,45.46790129,-122.8902966
NHVA_POR_BEAV_006__S00226,C1224B-1312,45.46936458,-122.8850274
NHVA_POR_BEAV_006__S00226,C1223D-3712,45.46429419,-122.8920326
NHVA_POR_BEAV_006__S00226,C1224C-115,45.46851339,-122.887807
NHVA_POR_BEAV_006__S00226,C1223D-211,45.4683066,-122.8884897
NHVA_POR_BEAV_006__S00226,C1224C-213,45.46903854,-122.8860827
NHVA_POR_BEAV_007__S00234,C1119C-66,45.46757791,-122.8674488
NHVA_POR_BEAV_007__S00234,C1225A-1609,45.45838927,-122.8683607
NHVA_POR_BEAV_007__S00234,C1225A-1608,45.45868469,-122.8677662
NHVA_POR_BEAV_007__S00234,C1130B-2668,45.45966484,-122.8674186
NHVA_POR_BEAV_007__S00234,C1130B-2667,45.46035908,-122.867375
NHVA_POR_BEAV_007__S00234,C1119C-535,45.46221901,-122.8673112
NHVA_POR_BEAV_007__S00234,C1225A-1613,45.45837357,-122.8721019
NHVA_POR_BEAV_007__S00234,C1119C-532,45.46331849,-122.867327
NHVA_POR_BEAV_007__S00234,C1119C-531,45.46376937,-122.8667537
NHVA_POR_BEAV_007__S00234,C1119C-526,45.46654465,-122.8672935
NHVA_POR_BEAV_007__S00234,C1130B-2669,45.4591382,-122.8674724
NHVA_POR_BEAV_007__S00234,C1225A-1610,45.45837224,-122.8693178
NHVA_POR_BEAV_007__S00234,C1130B-2665,45.46163344,-122.8673701
NHVA_POR_BEAV_007__S00234,C1119C-3760,45.46704693,-122.8673715
NHVA_POR_BEAV_007__S00234,C1224D-527,45.4660882,-122.8675518
NHVA_POR_BEAV_007__S00234,C1119C-529,45.46507449,-122.8663478
NHVA_POR_BEAV_007__S00234,C1225A-3287,45.45716279,-122.8727863
NHVA_POR_BEAV_007__S00234,C1119C-533,45.46269687,-122.8673435
NHVA_POR_BEAV_007__S00234,C1119C-64,45.46848832,-122.8674398
NHVA_POR_BEAV_007__S00234,C1225A-1611,45.45836676,-122.8701597
NHVA_POR_BEAV_007__S00234,C1225A-1614,45.45835301,-122.8728051
NHVA_POR_BEAV_007__S00234,C1119C-17596,45.46439426,-122.8663952
NHVA_POR_BEAV_007__S00234,C1225A-3286,45.45813492,-122.872814
NHVA_POR_BEAV_007__S00234,C1130B-2666,45.46095572,-122.8673665
NHVA_POR_BEAV_007__S00234,C1225A-7,45.45771721,-122.8728035
NHVA_POR_BEAV_007__S00234,C1225A-1612,45.45835794,-122.8711118
NHVA_POR_BEAV_007__S00234,C1225D-2847,45.45472241,-122.87287
NHVA_POR_BEAV_007__S00234,C1119C-65,45.46801755,-122.8673003
NHVA_POR_BEAV_007__S00234,C1119C-528,45.46543809,-122.8669797
NHVA_POR_BEAV_035__S00228,C1226A-32,45.45780149,-122.8882721
NHVA_POR_BEAV_035__S00228,C1226D-1000,45.45296497,-122.8883825
NHVA_POR_BEAV_035__S00228,C1226A-1004,45.45754129,-122.8883699
NHVA_POR_BEAV_035__S00228,C1226A-1002,45.45504578,-122.8883671
NHVA_POR_BEAV_035__S00228,C1226A-34,45.45674471,-122.8883893
NHVA_POR_BEAV_035__S00228,C1226D-1001,45.45406161,-122.8883752
NHVA_POR_BEAV_035__S00228,C1226A-1003,45.45623041,-122.88839
NHVA_POR_BEAV_035__S00228,C1226D-3,45.45238252,-122.8883775
NHVA_POR_BEAV_035__S00228,C1226A-3,45.45574012,-122.888372
NHVA_POR_BEAV_035__S00228,C1226D-2,45.45356649,-122.8883803
NHVA_POR_BEAV_035__S00228,C1226D-3213,45.454622,-122.8883811
NHVA_POR_BRHD_007__S00222,A1134D-216,45.51969739,-122.6626849
NHVA_POR_BRHD_007__S00222,A1134D-167,45.51949876,-122.6626481
NHVA_POR_BRHD_007__S00222,A1134D-121,45.52001272,-122.6626813
NHVA_POR_BRHD_007__S00222,A1134D-348,45.52043985,-122.6626785
NHVA_POR_BRHD_007__S00222,A1134D-145,45.51997525,-122.6631306
NHVA_POR_EAST_014__S00221,D1216C-480,45.48142503,-122.5687439
NHVA_POR_EAST_014__S00221,D1216D-45,45.48029414,-122.568547
NHVA_POR_EAST_014__S00221,D1216C-481,45.48101507,-122.5687211
NHVA_POR_EAST_014__S00221,D1216D-47,45.48005745,-122.5685109
NHVA_POR_EAST_014__S00221,D1216D-14870,45.48123986,-122.5685113
NHVA_POR_EAST_014__S00221,D1216C-318,45.48125085,-122.5687878
NHVA_POR_GRES_004__S00227,A1334C-2179,45.52526572,-122.4339113
NHVA_POR_GRES_004__S00227,A1334C-4,45.5204985,-122.4339794
NHVA_POR_GRES_004__S00227,A1334C-2169,45.52066456,-122.4339972
NHVA_POR_GRES_004__S00227,A1334B-2183,45.5274229,-122.4338118
NHVA_POR_GRES_004__S00227,A1334B-2185,45.5281416,-122.4338791
NHVA_POR_GRES_004__S00227,A1334C-2180,45.52569091,-122.4339034
NHVA_POR_GRES_004__S00227,A1334B-2195,45.53195784,-122.4338459
NHVA_POR_GRES_004__S00227,D1303B-32,45.51866783,-122.4339892
NHVA_POR_GRES_004__S00227,A1327C-877,45.53419974,-122.4338057
NHVA_POR_GRES_004__S00227,A1334B-2192,45.53084891,-122.4338528
NHVA_POR_GRES_004__S00227,A1334B-3321,45.53274296,-122.4337981
NHVA_POR_GRES_004__S00227,A1334C-2,45.52116747,-122.4339696
NHVA_POR_GRES_004__S00227,A1334B-655,45.53312124,-122.4337921
NHVA_POR_GRES_004__S00227,A1334B-2193,45.531439,-122.4338498
NHVA_POR_GRES_004__S00227,A1334C-2539,45.5201611,-122.4340001
NHVA_POR_GRES_004__S00227,A1334C-2171,45.52144161,-122.4339743
NHVA_POR_GRES_004__S00227,A1334B-2182,45.5268924,-122.4338728
NHVA_POR_GRES_004__S00227,A1334C-2172,45.521885,-122.4339648
NHVA_POR_GRES_004__S00227,A1334C-4046,45.51970892,-122.4340025
NHVA_POR_GRES_004__S00227,A1327C-1720,45.53526901,-122.43309
NHVA_POR_GRES_004__S00227,A1327C-136,45.53536083,-122.4338849
NHVA_POR_GRES_004__S00227,D1303B-1792,45.51895456,-122.4339426
NHVA_POR_GRES_004__S00227,A1327C-936,45.53377035,-122.433791
NHVA_POR_GRES_004__S00227,A1327C-1229,45.53465567,-122.4337981
NHVA_POR_GRES_004__S00227,A1334B-2190,45.53002498,-122.4338626
NHVA_POR_GRES_004__S00227,A1334C-2177,45.52460391,-122.4339158
NHVA_POR_GRES_004__S00227,A1334C-2173,45.52244424,-122.4339602
NHVA_POR_GRES_004__S00227,A1334B-2189,45.52938844,-122.4338705
NHVA_POR_GRES_004__S00227,A1334C-2181,45.52619663,-122.4338842
NHVA_POR_GRES_004__S00227,A1334B-934,45.53246806,-122.4338155
NHVA_POR_GRES_004__S00227,A1334B-2187,45.52877597,-122.4338708
NHVA_POR_GRES_004__S00227,A1334C-2176,45.52399251,-122.4339442
NHVA_POR_GRES_004__S00227,A1334C-2174,45.52315088,-122.4339477
NHVA_POR_HBOR_008__S00223,B1229D-28,45.53651057,-122.9572229
NHVA_POR_NE_HALSEY__S00241,A1327C-1230,45.53515214,-122.4338632
NHVA_POR_NW_KEARNEY_16TH__S00247,A1133A4-276,45.52965134,-122.687541
NHVA_POR_NW_KEARNEY_19TH__S00245,A1133A3-75,45.52912498,-122.6911829
NHVA_POR_NW_LOVEJOY_21ST__S00246,A1133B-256,45.52953124,-122.6944954
NHVA_POR_NW_MARSHALL_14TH__S00244,A1133A1-226,45.53104973,-122.685378
NHVA_POR_NWDT_001__S00225,A1122C-240,45.55122921,-122.6807847
NHVA_POR_NWDT_001__S00225,A1122B-215,45.56035429,-122.6816809
NHVA_POR_NWDT_001__S00225,A1127B-5,45.54809219,-122.6812891
NHVA_POR_NWDT_001__S00225,A1122C-224,45.55472322,-122.6807646
NHVA_POR_NWDT_001__S00225,A1122C-18,45.55474109,-122.6807828
NHVA_POR_NWDT_001__S00225,A1122C-17,45.54974305,-122.6807944
NHVA_POR_NWDT_001__S00225,A1122B-465,45.55620957,-122.6812389
NHVA_POR_NWDT_001__S00225,A1122C-205,45.55208599,-122.6797582
NHVA_POR_NWDT_001__S00225,A1127B-224,45.54795063,-122.6812967
NHVA_POR_NWDT_001__S00225,A1122C-203,45.55120973,-122.6797715
NHVA_POR_NWDT_001__S00225,A1122C-216,45.55472692,-122.6797029
NHVA_POR_NWDT_001__S00225,A1122C-211,45.55283456,-122.6796821
NHVA_POR_NWDT_001__S00225,A1122C-210,45.55251967,-122.6796966
NHVA_POR_NWDT_001__S00225,A1122C-423,45.55475837,-122.6813946
NHVA_POR_NWDT_001__S00225,A1122C-286,45.55076655,-122.6803457
NHVA_POR_NWDT_001__S00225,A1122B-224,45.55552942,-122.6809032
NHVA_POR_NWDT_001__S00225,A1122C-284,45.55163733,-122.6797781
NHVA_POR_NWDT_001__S00225,A1122B-222,45.55676092,-122.681521
NHVA_POR_NWDT_001__S00225,A1122B-226,45.55549494,-122.6821348
NHVA_POR_NWDT_001__S00225,A1122C-8,45.54973891,-122.681254
NHVA_POR_NWDT_001__S00225,A1122C-53,45.55096921,-122.6797264
NHVA_POR_NWDT_001__S00225,A1122C-38,45.55077694,-122.6807512
NHVA_POR_NWDT_001__S00225,A1122C-331,45.55022317,-122.6807939
NHVA_POR_NWDT_001__S00225,A1122C-243,45.55048568,-122.6807862
NHVA_POR_NWDT_001__S00225,A1122C-25,45.5547184,-122.6799387
NHVA_POR_NWDT_001__S00225,A1122C-293,45.55403013,-122.6796877
NHVA_POR_NWDT_001__S00225,A1122C-10,45.54850475,-122.6812687
NHVA_POR_NWDT_001__S00225,A1122C-47,45.5494993,-122.6812608
NHVA_POR_NWDT_001__S00225,A1122B-505,45.55620654,-122.6817083
NHVA_POR_NWDT_001__S00225,A1122C-9,45.5490542,-122.6812523
NHVA_POR_NWDT_001__S00225,A1122C-218,45.55471927,-122.6803138
NHVA_POR_NWDT_001__S00225,A1122C-212,45.5533013,-122.6796965
NHVA_POR_NWDT_001__S00225,A1122C-244,45.54993434,-122.6807916
NHVA_POR_NWDT_001__S00225,A1122B-214,45.56035907,-122.681016
NHVA_POR_NWDT_001__S00225,A1122C-248,45.54949328,-122.6807879
NHVA_POR_NWDT_001__S00225,A1122C-241,45.55074411,-122.6807894
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-252,45.51755253,-122.6297064
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-294,45.51706183,-122.6297329
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-416,45.51635298,-122.6266235
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-417,45.51636652,-122.6262354
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-80,45.51634227,-122.628966
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-481,45.51601125,-122.6283491
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-412,45.51635205,-122.6287167
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-79,45.51634655,-122.6292755
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-248,45.51675648,-122.629726
NHVA_POR_SE_BELMONT_ST__S00252,D1101B-397,45.51682121,-122.6311321
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-410,45.51634637,-122.6296671
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-447,45.51634175,-122.6280981
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-414,45.51634351,-122.6275962
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-408,45.51639534,-122.6305355
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-415,45.51634521,-122.6271316
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-409,45.51639045,-122.6302029
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-418,45.51633991,-122.6257511
NHVA_POR_SE_BELMONT_ST__S00252,D1101A-98,45.51656514,-122.6283628
NHVA_POR_SE_BURNSIDE_97TH_102ND__S00238,A1233D-2765,45.52253149,-122.5630128
NHVA_POR_SE_BURNSIDE_97TH_102ND__S00238,A1233D-3577,45.52254973,-122.5605108
NHVA_POR_SE_BURNSIDE_97TH_102ND__S00238,A1234C-8075,45.51916492,-122.5582607
NHVA_POR_SE_BURNSIDE_97TH_102ND__S00238,A1233D-2767,45.52254748,-122.5616693
NHVA_POR_SE_BURNSIDE_97TH_102ND__S00238,A1233D-3610,45.52254875,-122.5603749
NHVA_POR_SE_FOSTER_92ND_ST__S00253,D1216D-140,45.47984617,-122.568504
NHVA_POR_SE_FOSTER_92ND_ST__S00253,D1216D-128,45.47900987,-122.5652424
NHVA_POR_SE_FOSTER_92ND_ST__S00253,D1216D-138,45.47956275,-122.5673449
NHVA_POR_SE_FOSTER_92ND_ST__S00253,D1216C-203,45.48004774,-122.5691291
NHVA_POR_SE_FOSTER_92ND_ST__S00253,D1216D-127,45.47875513,-122.5642383
NHVA_POR_SELL_028_A__S00248,D1110B-430,45.50261767,-122.6770794
NHVA_POR_SELL_028_A__S00248,D1110B-116,45.50215559,-122.676392
NHVA_POR_SELL_028_A__S00248,D1110B-395,45.50237088,-122.6764019
NHVA_POR_SELL_028_A__S00248,D1110B-359,45.50261235,-122.676706
NHVA_POR_SELL_028_A__S00248,D1110B-118,45.50261903,-122.6764082
NHVA_POR_ST_FRANCIS_A__S00235,A1135C-745,45.52212089,-122.6518019
NHVA_POR_ST_FRANCIS_A__S00235,A1135C-1517,45.52211595,-122.6527206
NHVA_POR_ST_FRANCIS_A__S00235,A1135C-16,45.52212307,-122.6521102
NHVA_POR_ST_FRANCIS_B__S00236,A1135C-39,45.52155815,-122.652722
NHVA_POR_ST_FRANCIS_B__S00236,A1135D-34,45.52160634,-122.6507681
NHVA_POR_ST_FRANCIS_B__S00236,A1135C-9,45.52227002,-122.6527184
NHVA_POR_SW_HAMILTON__S00237,D1115B-153,45.49051762,-122.6732899
NHVA_POR_SW_NAITO__S00242,A1134B2-45,45.53320896,-122.68061
NHVA_POR_TIG_004__S00224,C1136C-5885,45.43611037,-122.7598252
NHVA_POR_TIG_007_A__S00230,C1132D-45,45.43576107,-122.8309017
NHVA_POR_TIG_020_A__S00231,C2201B-164,45.43236103,-122.8828747
NHVA_POR_TIG_020_A__S00231,C2201B-1711,45.43176407,-122.8788148
NHVA_POR_TIG_020_A__S00231,C2202A-175,45.43252164,-122.8950941
NHVA_POR_TIG_020_A__S00231,C2202A-1401,45.43028029,-122.8937587
NHVA_POR_TIG_020_A__S00231,C2201B-160,45.43165629,-122.878838
NHVA_POR_TIG_020_A__S00231,C2201D-153,45.42574858,-122.8727857
NHVA_POR_TIG_020_A__S00231,C2201A-2145,45.42801766,-122.8746023
NHVA_POR_TIG_020_A__S00231,C2201B-161,45.43245599,-122.8799596
NHVA_POR_TIG_020_A__S00231,C2202A-174,45.43244503,-122.8936313
NHVA_POR_TIG_020_A__S00231,C2201A-156,45.42850661,-122.8750302
NHVA_POR_TIG_020_A__S00231,C2201D-1606,45.42513631,-122.8695765
NHVA_POR_TIG_020_A__S00231,C2106C-2877,45.42567965,-122.8578637
NHVA_POR_TIG_020_A__S00231,C2202A-1399,45.43204433,-122.8938974
NHVA_POR_TIG_020_A__S00231,C2201A-2552,45.43047063,-122.8773655
NHVA_POR_TIG_020_A__S00231,C2106D-2876,45.42573788,-122.8561902
NHVA_POR_TIG_020_A__S00231,C2202A-171,45.43240476,-122.8897288
NHVA_POR_TIG_020_A__S00231,C2202A-1402,45.42907238,-122.8936757
NHVA_POR_TIG_020_A__S00231,C2106C-2882,45.4256324,-122.8614394
NHVA_POR_TIG_020_A__S00231,C2201D-1607,45.42543135,-122.8685139
NHVA_POR_TIG_020_A__S00231,C2202A-170,45.43239214,-122.888684
NHVA_POR_TIG_020_A__S00231,C2106C-1771,45.42565383,-122.8591599
NHVA_POR_TIG_020_A__S00231,C2201D-145,45.42516878,-122.8723395
NHVA_POR_TIG_020_A__S00231,C2201D-26,45.42509828,-122.8722752
NHVA_POR_TIG_020_A__S00231,C2201A-1474,45.42624737,-122.8731657
NHVA_POR_TIG_020_A__S00231,C2201B-169,45.4323779,-122.887125
NHVA_POR_TIG_020_A__S00231,C2201D-1603,45.4256773,-122.8677076
NHVA_POR_TIG_020_A__S00231,C2201D-1272,45.42465854,-122.8711583
NHVA_POR_TIG_020_A__S00231,C2106C-2888,45.42558688,-122.8646874
NHVA_POR_TIG_020_A__S00231,C2202A-173,45.43243443,-122.8923106
NHVA_POR_TIG_020_A__S00231,C2201B-167,45.43236901,-122.886174
NHVA_POR_TIG_020_A__S00231,C2201A-181,45.42861198,-122.8748559
NHVA_POR_TIG_020_A__S00231,C2201A-155,45.42786589,-122.8744942
NHVA_POR_TIG_020_A__S00231,C2201D-2208,45.42565296,-122.8687646
NHVA_POR_TIG_020_A__S00231,C2201A-157,45.42949399,-122.8761937
NHVA_POR_TIG_020_A__S00231,C2201B-162,45.43228887,-122.8799793
NHVA_POR_TIG_020_A__S00231,C2201B-159,45.43087765,-122.8777803
NHVA_POR_TIG_020_A__S00231,C2202A-1400,45.43121496,-122.8939336
NHVA_POR_TIG_020_A__S00231,C2201D-2209,45.4248481,-122.8704692
NHVA_POR_TIG_020_A__S00231,C2106C-3581,45.42558574,-122.8670134
NHVA_POR_TIG_020_A__S00231,C2201B-166,45.43235974,-122.8857058
NHVA_POR_TIG_020_A__S00231,C2106A-2874,45.42585696,-122.8540508
NHVA_POR_TIG_020_A__S00231,C2201B-163,45.43234786,-122.8813965
NHVA_POR_TIG_020_A__S00231,C2201B-1713,45.4311521,-122.877823
NHVA_POR_TIG_020_A__S00231,C2106A-1491,45.42586609,-122.8550904
NHVA_POR_TIG_020_A__S00231,C2201B-165,45.43235731,-122.8843921
NHVA_POR_TIG_020_A__S00231,C2202A-172,45.43243067,-122.8910364
NHVA_POR_TIG_020_A__S00231,C2201A-154,45.42682761,-122.8736355
POR_BEAV_005__S00131,C1224B-393,45.47079327,-122.8790807
POR_BEAV_005__S00131,C1224B-215,45.46955662,-122.8843649
POR_BEAV_005__S00131,C1225B-152,45.45820275,-122.8807124
POR_BEAV_005__S00131,C1225B-1049,45.45804639,-122.881726
POR_BEAV_005__S00131,C1225B-1007,45.45829469,-122.8866351
POR_BEAV_005__S00131,C1224A-41,45.47307618,-122.8714558
POR_BEAV_005__S00131,C1224A-660,45.4713323,-122.8769925
POR_BEAV_005__S00131,C1225B-1048,45.45820244,-122.881776
POR_BEAV_005__S00131,C1224A-39,45.4739676,-122.8700211
POR_BEAV_005__S00131,C1224A-37,45.47497542,-122.8683416
POR_BEAV_005__S00131,C1224C-800,45.46468013,-122.8815294
POR_BEAV_005__S00131,C1224A-2286,45.47230736,-122.8732742
POR_BEAV_005__S00131,C1224A-38,45.47459995,-122.8689762
POR_BEAV_005__S00131,C1226A-1005,45.45846323,-122.8882608
POR_BEAV_005__S00131,C1225B-4567,45.45958431,-122.8795576
POR_BEAV_005__S00131,C1224C-796,45.46730949,-122.8834479
POR_BEAV_005__S00131,C1224C-799,45.46552396,-122.8819997
POR_BEAV_005__S00131,C1224A-42,45.47286369,-122.871834
POR_BEAV_005__S00131,C1224A-394,45.47109691,-122.8779628
POR_BEAV_005__S00131,C1225B-4566,45.45866796,-122.8795742
POR_BEAV_005__S00131,C1224B-219,45.47041864,-122.8808236
POR_BEAV_005__S00131,C1225B-1009,45.45860494,-122.8854684
POR_BEAV_005__S00131,C1224B-6901,45.46948581,-122.8847623
POR_BEAV_005__S00131,C1226A-32,45.45780149,-122.8882721
POR_BEAV_005__S00131,C1225B-1050,45.45846245,-122.8801764
POR_BEAV_005__S00131,C1224C-797,45.46659349,-122.8828061
POR_BEAV_005__S00131,C1224C-798,45.46613338,-122.882438
POR_BEAV_005__S00131,C1224B-217,45.47000906,-122.8825503
POR_BEAV_005__S00131,C1225B-153,45.45837678,-122.8837492
POR_BEAV_005__S00131,C1224A-27,45.47238565,-122.8724272
POR_BEAV_005__S00131,C1225B-4591,45.4601306,-122.8795508
POR_BEAV_005__S00131,C1224A-661,45.47155906,-122.8759826
POR_BEAV_005__S00131,C1225B-136,45.45831516,-122.8808208
POR_BEAV_005__S00131,C1225B-1011,45.45831573,-122.8831816
POR_BEAV_005__S00131,C1224B-1697,45.46979803,-122.8834213
POR_BEAV_005__S00131,C1225B-1010,45.45842995,-122.8842906
POR_BEAV_005__S00131,C1224A-26,45.47268494,-122.871712
POR_BEAV_005__S00131,C1225B-135,45.45831264,-122.8854536
POR_BEAV_005__S00131,C1119B-49,45.47555578,-122.8672201
POR_BEAV_005__S00131,C1224B-218,45.47016785,-122.8818539
POR_BEAV_005__S00131,C1225B-1006,45.4584391,-122.8879105
POR_BEAV_005__S00131,C1224B-28,45.47034452,-122.8812416
POR_BEAV_005__S00131,C1224A-662,45.47174334,-122.8751119
POR_BEAV_005__S00131,C1224A-2257,45.47253411,-122.8726068
POR_BEAV_005__S00131,C1224B-220,45.47057787,-122.880135
